user,text,latitude,longitude
iamucil_,Njajalin yg namanya premium kopi tapi abis (@ Hayati Specialty Coffee) https://t.co/LzHvIZpxR9,-7.7814283,110.3922752
yenidaa,"Ketemu bintang kecil di yk , see you cantik ? @ Titik 0 Kilometer? https://t.co/tWaIps5g03",-7.759494,110.384815
ferryardiianto,"Fun futsal (with Khoirul, Fahreza, and 2 others at MU futsal) ? https://t.co/vbxqmEs1eY",-7.80139,110.39102
iffandybagus,Y X G Kuy DEK !!! Heuheu? (at Soto Ayam Kaliwaru) [pic] ? https://t.co/Vy1JuHfPQA,-7.76131,110.40061
iffandybagus,Y X G Kuy DEK !!! Heuheu? (at Soto Ayam Kaliwaru) [pic] ? https://t.co/Vy1JuHfPQA,-7.76131,110.40061
YoshuaVernandaS,"uwww London! (with Dickybahoo, alda, and 4 others at @cinemaxxtheater) ? https://t.co/ZrW8uI87Od",-7.78437,110.38633
yuliyanaadewi,Cutie? (with Diana and ifit at Loops Cafe) ? https://t.co/oEJiN2FQ30,-7.76677,110.40578
RidaRBadriah,Ngapa gua disini jam segini (?) (at Coffee &amp; Drama) ? https://t.co/F1fDNPcssr,-7.77844,110.39265
LiliaAyu,"Taichan mele ? (with Annisa, Friska Kusuma, and 2 others at Sate Taichan "" KANEE "") ? https://t.co/wvhoDTeQHI",-7.76946,110.40982
himawanandi2,At martabak LA ? https://t.co/SZ9AgVVkg3,-7.77409,110.31876
ardilaokta,? #quotes @ Yogyakarta https://t.co/OJbvO1vJJb,-7.80138889,110.36444444
pandrastyo,"Back to nature, back to the past.. (with Vidino, Nicco R, and 2 others at Rumah Makan &amp; Seafood "" 99 "") ? https://t.co/zJXHTmFUex",-7.7649,110.41193
fr_ratna,???? (at @kedaioak) ? https://t.co/ObjqkGNyPB,-7.76183,110.40391
rantichay,"Happy birthday yg ke 21 ji eun taik. Miss you !!! (with Anita, Felfin, and 3 others at Jogja-padang) [pic] ? https://t.co/LpIhlJmvI2",-7.76835,110.40764
diantindrawan,"Belajar tidak selalu dengan teks book, pengalaman pribadi merupakan guru terbaik. #repost? https://t.co/pVQiDjDEss",-7.76792167,110.36752143
BondanPhotowork,Meet n dicuss (with Richard at RS Panti Rapih) ? https://t.co/HPZLWeV0gt,-7.77687,110.37607
k_christofel,Work loh work !!! (at St. Bier Bar &amp; Kitchen) ? https://t.co/x8DwsibhI3,-7.77274,110.40481
epoarbain,Terlapar akan J-Food ??? (with adjie at Tora - Tora Japanese Food) ? https://t.co/lw25vAlrMs,-7.76666,110.37834
IchwanPasha,Dadi arep turu nek koyo ngene (at Cengkir Heritage Resto &amp; Coffe) ? https://t.co/CKBnWg4uhd,-7.72973,110.38728
sheilafebrii,"With Galang, Diah, and 3 others at ANGKRINGAN GADJAH ? https://t.co/8TTCCXSdLj",-7.72641,110.39921
SilvicarRegar,"Nih ada yang baru lagi gaes, kedai sederhana buat kalian yang demen banget nge-MIE tapi ramah? https://t.co/pgXBgMWszI",-7.79883323,110.38095832
muhsolehtoska,Baru ada kentang goreng. Kopi mana kopi??? (with Arief and Prapti at Dongeng Kopi &amp; Indiebookcorner) ? https://t.co/xWtTtMdVFN,-7.76012,110.40629
FuadiZainal14,"""Kdng km menyakiti dirimu sendiri lbh dr siapapun yg mungkin bisa? https://t.co/gXfG0WaQij",-7.79905221,110.36517004
asprillaimelda,?? (at Lantai Bumi Coffee &amp; Space) ? https://t.co/B4VKG8gAdC,-7.75979,110.37621
deeRahmawati,"Keg hari ini judulny sehari b'sama rahma. Gara"" drama? ? Hari Bersamanya by Sheila On 7 (w/ Rahma at @kai121) ? https://t.co/Nc6Xuy4ix6",-7.78907,110.36334
ReFhaa,At @mcdonalds_id [pic] ? https://t.co/OR8tsBYrqn,-7.78324,110.37168
ULie_Bontot,"Perlahan tapi pasti...
Percaya bahwa Allah akan menjawab beribu do'a yg terpanjatkan... Hanya? https://t.co/eZNnaNsqKV",-7.75347471,110.45215118
ArrieDee,"Nge-HOKBEN pake TCash...cuuuzzz

#ditraktirpaketcash
#asikpaketelkomsel (at @hokben) [pic] ? https://t.co/6SvX8KcYUJ",-7.79826,110.3614
MayangMarkamah,"???

#livemusic #tuesdaynight #goeboexcoffee #yogyakarta @ Goeboex Cafe https://t.co/7yWvhrIEbG",-7.77242693,110.40535881
imahDF,"I want to refresh my mind, delete all my problems, undo all my mistakes and save all the happy? https://t.co/O5oo8yykYT",-7.80138889,110.36444444
Rama_Ahenk,COD!!!?? (at @kfcindonesia) ? https://t.co/s9X9tN5K3K,-7.7827,110.37266
LidyaAyuW,#latepost #jogyabay @ Jogja Bay Adventure Pirates Waterpark https://t.co/vauTk6ErmT,-7.7455224,110.39766312
redica_sya,Astaqu Banat ?? urid aqobal maroh maakuna  ?? https://t.co/kZQE7y1Cv4,-7.7455224,110.39766312
ToNNy_PrAdItYa,"Hmmmm yummy

#seksifood #instafood #foodgram #jogjacafe #jogjafood #mozarella #mushroompizza? https://t.co/QgUH6lrK8R",-7.80277,110.37339
ardimoviz,"Ikon transportasi tradisonal Jogja.
.
.
.
.
.
#jogja #jogjaku? https://t.co/x1OaxJ68Gr",-7.80052777,110.36502148
millamuthiar,Yang katanya kgn? (with Riky at Z Kitchen Coffee &amp; Resto) [pic] ? https://t.co/qNAcEKdUvM,-7.74129,110.36914
carolsihombing,? (with riskita at @plazaambarrukmo) [pic] ? https://t.co/yi7wZEhOyb,-7.78307,110.40131
dnxctz,Spining tour! (at @liquidjgj) ? https://t.co/rIKrgeeTDO,-7.75809,110.36284
DSulviani,"Keren itu kalo jalan"" si cwoknya yg malah pegangin dompet cweknya terus tanpa gengsi? https://t.co/8eQAW8xHFz",-7.79293,110.36582
lieziel,We are part of https://t.co/bWfInj7pEb ?? #paradokscafe #cafejogja #happy #couple #love #life #laugh? https://t.co/eGhCEgkU2G,-7.75514491,110.38499155
Alpian_cukup,"Apa yang kita pikirkan , itu akan menjadi tindakan yang kita lakukan? https://t.co/ptSgPfDXXD",-7.80138889,110.36444444
BayuSukeber,"Whatever God you believe in, we come from the same one.
Strip away the fear underneath, it's all? https://t.co/ICMiaHGjxx",-7.77414599,110.41324834
RianaDewie,"- Rosted Gindara with Colo-colo - 

Inilah satu sajian menggiurkan yang saya temukan saat? https://t.co/6bDNKVMePE",-7.7831349,110.3756795
dinindahpratiwi,? (with Feri at @cinemaxxtheater) ? https://t.co/DGufxOm1Qa,-7.78424,110.3906
andre_hartantya,Ngancani tok kok (at @kfcindonesia) [pic] ? https://t.co/NenfSbOA5y,-7.78278,110.40135
prissa23,"Setelah maakan terakhir jam 11 siangg~~~? (w/ Aprillialea, Dimas, &amp; Ucun males at Oseng-Oseng Mercon Bu Narti) ? https://t.co/uNdY6FB1hv",-7.80115,110.35804
riidwanAS,KZL (at @uajy) ? https://t.co/7dLlZrzugI,-7.78037,110.4135
annisadivani23,"?? (with Nanda, Firmansyah, and 3 others at Gandroeng Coffee) ? https://t.co/hIdncRyV1Z",-7.77584,110.4043
alvanda_panpan,"??
#explorejogja @ Gunung Kidul, Jogja https://t.co/qNRU2SN4qL",-7.80499,110.38017
maulizaalubis,"With Nafa, Upim, and Cut Annisa at Gereja Ayam, Punthuk Setumbu ? https://t.co/AsAFAYHpCY",-7.76452,110.37507
rinimustikaaa_,"I'll make you 
My fav art to keep
My words to be hold
My tounge to share poets 
And
I'll make? https://t.co/bm5P6EYCjt",-7.80157,110.3723
EndrikSubinar,Sik penting ora basa engres (with Ekha at @cinema21) [pic] ? https://t.co/CVocLeuxn4,-7.78782,110.39214
PutriYuniari,beli tiketnya tiga . duduknya berempat ?? (with Octa and Windy at @cinema21) [pic] ? https://t.co/LU1JgjAu4L,-7.78319,110.38503
cikfarah90,Kami masuk gua n mandi sungai today?? @l_fiqa zulaikharamlee? https://t.co/QQPX5GT0z5,-7.80157,110.3723
nabildrmwn,"Progresss (with Nada, Maulana, and 2 others at @mcdonalds_id) ? https://t.co/sG5jFDEj7U",-7.78316,110.37138
salmadurroh,Peri2 khayangan turun ke bumi ? (with baldri and Ratih at Raisin Resto &amp; Kitchen) ? https://t.co/DNjbD4jqWr,-7.78022,110.37785
telon13,Reuni BoroCyber @ Maguwoharjo Stadium https://t.co/lyRjpQjyZd,-7.750508,110.418402
sahidoioi,rindu stick ? (with MuhammadNajib. and Kalingga at Mezz Billiard) ? https://t.co/GiSJY1jQpP,-7.78261,110.39432
GanodeIndonesia,Just posted a photo @ Celebrity Fitness Lippo Plaza Yogyakarta https://t.co/UfXYxeCcol,-7.7832351,110.3899765
Dhewanggie,#keraton #jogjaistimewa #explorejogja @ Keraton Jogjakarta https://t.co/srzZ6ZFIsh,-7.78525019,110.36659241
viakarthika,"Girls date?
*mumpung jam kerja lagi sama* 
Wkwkw (with Thara at Dixie Easy Dining) ? https://t.co/9EcRAzvImg",-7.76993,110.39078
bagasyudatama,Setan e nggolek wifi (with Chris at @blandongankopi) ? https://t.co/tjp03uAj5M,-7.78962,110.39829
geboyrock,met upp pren ancol @ Tentrem Hotel-Yogyakarta https://t.co/kRKCWTD8hY,-7.77389812,110.36863957
salmadurroh,With baldri and Ratih at Raisin Resto &amp; Kitchen ? https://t.co/87jmiHW4rj,-7.7803,110.37785
Carolina8491,"Video Call = Obat Kangen!
??
.
????????????
.
#myboyfriend #mylove #mysomeone #kekasihhatiku? https://t.co/LrsKVponXm",-7.77941921,110.38247773
cromed050730,"Ready dkios mass

Bisa dicoba

Monggo ??? .

#specs #specs2017 #specslightspeed? https://t.co/zGTXBEkHet",-7.80138889,110.36444444
agustinus_brdg,"With Albertus, Damianus, and 4 others at GAOL Futsal Stadium ? https://t.co/gk5bxsKPMH",-7.76561,110.403
Evanorizer,"Siang tadiii...
Yang 'senior' beramah tamah, yg masih gemesh"" teteup? (w/ Rista &amp; Ersa at @setatour) [pic] ? https://t.co/dLglompQDe",-7.75165,110.3374
Evanorizer,"Siang tadiii...
Yang 'senior' beramah tamah, yg masih gemesh"" teteup? (w/ Rista &amp; Ersa at @setatour) [pic] ? https://t.co/dLglompQDe",-7.75165,110.3374
dewinurulrasyid,"Mojok bareng ~~ (with Fidiyah, dyta, and Grey at @angkringanmojok) [pic] ? https://t.co/hth2NpG0Ha",-7.73389,110.38882
ramaxna,#instabatikindonesia #ethnic #fashionstatement _touchoframadhani_ @ Jogja City Mall https://t.co/444zyQxJwo,-7.75605453,110.36150665
dodiee_odie,??? ? Logan (with RimaPutri at @cinema21) ? https://t.co/oO3taYJjVV,-7.78388,110.38648
inayradeta,Ngganjel peyut.  Es krim mochinya enaaaak (at Chicken BonChon ? ?) ? https://t.co/XvFUwJmc8C,-7.75397,110.36012
djdickyambon,"? (with Hardi, Dicky, and 2 others at Legend Premium Coffee) ? https://t.co/y6IxdPuGYo",-7.78816,110.37267
GalNan,Watching Logan (with Astari at @cinema21) ? https://t.co/3tbyB9mngt,-7.78317,110.38503
Dhewanggie,#keraton #explorejogja #jogjaistimewa @ Keraton Jogjakarta https://t.co/EMXuRu2ZSx,-7.78525019,110.36659241
rusydina_11,Ice cream? (at @mcdonalds_id) ? https://t.co/gx7zlGjOyi,-7.79328,110.36582
OctiLinda_,Habis main bola gak pulang dlu langsung ngajakin makan yg habis pitnes.? (w/ Andri at Monalisa Burger) [pic] ? https://t.co/lwB7UQiqpV,-7.77255,110.37577
ramaxna,#instabatikindonesia #kebayamodern #kebayaindonesia #batikfashionweek #batikprada? https://t.co/pgmpkLP8QZ,-7.75605453,110.36150665
viarieva_caesar,Favorite (with Agus at Angkringan KR Mangkubumi) ? https://t.co/XuPYIfU1PV,-7.78564,110.36672
intanfard,"They are my family (minus my lil bro, Dhimas Ardi Wijaya. He was? https://t.co/aW9ysseYMS",-7.7777252,110.3789825
RiniRhy,At @coffeeepic ? https://t.co/jkBJCc7drK,-7.73407,110.37736
minggitaris,Semangat mblo... ??? (with Novi  at @kopisedaya) [pic] ? https://t.co/PAQl88sGrz,-7.73127,110.38336
dytapury,? (with Sekar at @moshimoshidrink) ? https://t.co/pppFbtH3HO,-7.75754,110.38174
Carolina8491,"Video Call = Obat Kangen
??
.
#WawanAnita #HNSCAM (at samirono, yogyakarta) [pic] ? https://t.co/YYeD8PkpSV",-7.77893,110.38141
ichangrm,Cek in lah ntar pandanya jealous sm kamu - nia (with Hanizah at Yamie Panda) ? https://t.co/71gFmeFDbV,-7.79512,110.35299
faraanugrah,Nongs produktif (with Yakuzakarta at Angkringan KR Mangkubumi) ? https://t.co/pEroG6Xx1j,-7.7854,110.36691
Oppiifrzcha,Meleleh dari mulut sampe hati?? (with Akhbel at @sushi_tei_indo) ? https://t.co/9cnrU6mXe3,-7.77622,110.38503
arifrs_12,Joss (at Angkringan Kopi Joss Tugu Jogjakarta) ? https://t.co/9x1TkbP9wj,-7.78284,110.36723
yustivainr,meet? (with Detyaapr at Kedai IQ) ? https://t.co/zfrXE5Bb7H,-7.78278,110.38604
Syahdaniwirawan,??? ? Logan (at @cinema21) ? https://t.co/Za37iAHwau,-7.7537,110.36006
Wilmaasw,Hhh (with Ifan at @jcoindonesia) ? https://t.co/7YMEYQrYG3,-7.79296,110.36611
Rnbaggaswara,Reading #tarot #tarotcards #tarotcard #tarotcardreadings #tarotindonesia #tarotyogyakarta @? https://t.co/MUTg0nhwTR,-7.79093683,110.38297065
trihdyti,"Celebrate the happy moment with us!

Get 15% off of any food and beverages from 7th - 10th March? https://t.co/aetCFIsAXC",-7.7329139,110.38520694
itsagnezt,"Banyakin pesen makanan. Kalau 1 nya dimakan masih pahit, satunya lagi. Kalau masih pahit lagi,? https://t.co/9qYzYAhAdJ",-7.7820029,110.3672906
Carlapus,"nungguin mama sama adek adek unyu (with Trisna, prasetya, and Eta at Rumah Sakit Bethesda) ? https://t.co/dFQmWvGHIB",-7.78445,110.37872
ramaxna,#instaheritage #handwoven #handmade #tapislampung _touchoframadhani_ #jogjakarta @ Jogja City Mall https://t.co/6UL44njCMd,-7.75605453,110.36150665
primaabd,Unboxing Samsung Gear S3 barusan tayang nih. Smartwatch ini dari spec udah ok banget. Terutama? https://t.co/jnUp7HsYn5,-7.7816636,110.38796172
poeljempol,Markiju ???? (with KanjengMami at Kakilima Malioboro) ? https://t.co/8vTpnsIiPo,-7.79149,110.37818
Dennyaulia_,"""Jadilah seperti bunga yg memberikan keharuman bahkan kepada tangan yg telah? https://t.co/bMsBXNyJ2e",-7.78862999,110.36917037
Listiaah,"Perbaikan gizi?? (at Susu Murni ""Julia Gizi"") ? https://t.co/d2IGdjde7w",-7.78421,110.35194
gerardalintang,Setia menemani ya ndut disaat diriku seperti ini?? (with Paskalis at Kedai Toba Nauli) ? https://t.co/yHqkHAigll,-7.78502,110.37901
NikenSQ,Haha buka buka buka???? ? Track 5 by @BrunoMars (with ida at @mcdonalds_id) ? https://t.co/DTP7Et3Y00,-7.74934,110.35939
raudinaaaa,"Family time! Happy late birthday bila?? (with Nabilah, Linda, and 3 others at Warung Inyong) ? https://t.co/FcsFowFJr5",-7.76003,110.37006
silvianitasilvi,"? ? Rings (with Calvin, Aries, and 2 others at @cinema21) ? https://t.co/HEJJtJ7Qt5",-7.78313,110.38679
_hcmsays_,latian (HWO) bikin kamu makin lincah. (at Kampus Musik UNY) ? https://t.co/Yt5wiFPQfl,-7.77363,110.38412
Annaaa_Martiana,Yg nyidam udah keturutan? Yg hamil siapa? Yg nyidam siapa? ? @ Pizza? https://t.co/zsNaVw3eCl,-7.75644302,110.3823683
aganindraa,"Hbd om???? (with Yunisa, Lilik, and Erick at Leyeh Leyeh) ? https://t.co/7HZjL6kZ0E",-7.78194,110.36753
winantia,"Qtime with my fam ?? (@ Taman Pelangi Jogja (Taman Lampion) in Sleman, DI Yogyakarta) https://t.co/yhZn55yqgp",-7.75074418,110.36980184
U_Lex,Yuk mari (at Maraville Coffee) ? https://t.co/3e7QpKHYus,-7.76214,110.37942
Arilgiovanni12,"Big Boss. 
Hahaha (at Hotel S-CHOTT Dagen Malioboro Yogyakarta) [pic] ? https://t.co/5ZPLkI6lTm",-7.79373,110.36323
AnyaPudihang,? (with Afilya Udang ?? and Endris at @mcdonalds_id) ? https://t.co/Lh7DSYUVfg,-7.78317,110.37149
yunitatw1,Pain? (at Hero Coffee) ? https://t.co/X0OUdYNMfX,-7.73394,110.38911
gegewgunawan,*quality time* (with Iin and M at Superman Restaurant) ? https://t.co/BoEQBE3yb6,-7.79122,110.36509
Annaaa_Martiana,She is my sweetheart ? @ Pizza Hut Jl. Kaliurang https://t.co/IuhPTFpCKv,-7.75644302,110.3823683
anisa_nice,"hiduplah seperti sungai, kalo kotoran lewat cuek aja ?? (with Puteri and Dinda at @nannyspavillon) ? https://t.co/zCCWRI8W6z",-7.7533,110.36163
Mioeya,"Sometime , i will miss you ? (with Anisa Dwiaryani, ahmad., and Dinda at Nannys Pavillon) [pic] ? https://t.co/hIMjirXJCK",-7.7543,110.3616
AmyMiam,Makannya jauh bgd darl @yonindra ?? (at Nasi Gudeg Yu Djum) ? https://t.co/qz6gxpNouF,-7.79394,110.36517
agathafenii,"Prek ah.. Eh preksu ~ (with Angela Ayu, Gigih, and Merici at PREKSU (Ayam Geprek dan Susu)) ? https://t.co/MqMipnKeqq",-7.77761,110.385
IlhamAgung_S,"@PaiminJK entuk ra sih nek bersandar neng bahu ne yangmu, tapi bahu ne diganti bahu jalan? #PersoalanSulit",-7.73993,110.38487
omahnjonja,"Housekeeping team doing floor polish for prepared our soft opening.
.
.
.
.
.

#bed #brasserie? https://t.co/1voS6F5AsE",-7.75511141,110.38858652
ngamelz,"I'm at i-Fit | Smart &amp; Healthy Gym - @ifitstudiogym in Sleman, DI Yogyakarta https://t.co/J514AqYZyh",-7.77652903,110.38177591
Arilgiovanni12,Katemu kembaran dulu. Hahaha (at Hotel S-CHOTT Dagen Malioboro Yogyakarta) ? https://t.co/IElJQsGALe,-7.79373,110.36323
itsagnezt,Selamat tanggal 7. Di meja nomor 7. (with PS at Leyeh Leyeh) [pic] ? https://t.co/6V7ADhw5La,-7.78194,110.36762
mike_indah,"Maaf nggeh,udh capek jln dr dpn pasar bringharjo smpe mall malioboro,smpe mall cuma tak cuekin?",-7.7935044,110.366116
Fharaditaa,Onii-chan? (at @nagoyafusion) ? https://t.co/yOK5hFqicR,-7.7774,110.37151
dhinitaa,Done! ? ? Logan (at The Premiere - Empire XXI) ? https://t.co/yBsmTqsqIs,-7.78332,110.38696
FaridzWarasta,Terima kasih kakak-kakak comel zakiahadzreen nabilahaena munirah_yusof and others sudah menJOGJA? https://t.co/EET6eQpnum,-7.79506,110.3659
gegewgunawan,*quality time* (with Iin and M at Superman Restaurant) ? https://t.co/cpLZdF3hgq,-7.79122,110.36509
dinamerlnd,Kanca kental? (at @le_waroenk) ? https://t.co/vUi2kwAz1g,-7.77888,110.37561
lyianov16,At Nasi goreng kambing YKPN ? https://t.co/DXA8EXEAIe,-7.78607,110.383
Carolina8491,"Hidung mampet 2'2nya.. ?
Gak bisa nafas.. ?
Nafas lewat mulut akhirnya.. ? (at samirono, yogyakarta) ? https://t.co/oddTtS6Qjx",-7.77891,110.3814
nyunyekrahmawan,? (at @mcdonalds_id) ? https://t.co/fBeHayGLy7,-7.78306,110.37097
HstylesNhoee,Alhamdulillah H-2 wisuda M.Keb .. Tidak sia* 2 tahun? (w/ KakIca at Desa Pundung Nogotirto Gamping Sleman) [pic] ? https://t.co/H5hVgZJc83,-7.76823,110.33367
DennyzJr,Nyawang sing jajan ? (at CIAO Italian Gelato) ? https://t.co/WJFg79d7y2,-7.77365,110.38948
MuhJanuardo,"on focus 
.
.
.
.
.
.
.
#art #yk #plm #hotel #like #black #white? https://t.co/gSBsjFKW1b",-7.80138889,110.36444444
ariefDrmwn_,"Our time, Our journey. Perjalanan kami (saya, @dausyeni dan pak karunjw ) dari yogyakarta ke? https://t.co/a7ybeq0ALE",-7.80138889,110.36444444
bebeerti,????? (with Meidiana and Apriani at Kedai Darling (part of @dapurkeliling)) ? https://t.co/5d3foU6TyN,-7.78283,110.37959
Marto_Paidi,Dyangnakneeehhh... (at @gastia) [pic] ? https://t.co/yEMuN804MM,-7.77081,110.40936
AnangI_4,Futsal sek ... vs cah amikom (at Telaga Futsal) ? https://t.co/2yeVr2ymQ9,-7.77163,110.40512
Shintarhmwt,Cuacanyaaa loh disyukuri??? @ MALIOBORO - Jogyakarta https://t.co/W198O4V2rF,-7.78799488,110.36656624
alifadityaaa,Kenikmatan hqq ? (with Pratiwi at Hola! Crab) [pic] ? https://t.co/Q3V1vO17jg,-7.76059,110.41257
tinah_callfaf11,Just posted a photo @ Yogyakarta https://t.co/1ksmOxHgNu,-7.80138889,110.36444444
nameliadevianti,Dating??? (with Gibran at @marko_milk) ? https://t.co/HP6tIQcReD,-7.8012,110.34433
lisharwardhany_,"Hidup mengajarakan saya terlalu banyak tentang rasa kecewa,
namun? https://t.co/y6qpfT3Meg",-7.78768327,110.36678926
Almadika_yp,?? (with Ramana at Starbucks Coffee Malioboro) ? https://t.co/y48OHmf8rG,-7.79343,110.36579
AteikP,"Alhamdulillah masih bisa menikmati hidup, karena hidup itu perlu? https://t.co/5fZezjyiUZ",-7.77725,110.37385
heialiha,At Stasiun Tugu Yogyakarta ? https://t.co/uFxXdTaIUX,-7.78971,110.36318
dellaesp,Sekoteng? (at @ugmyogyakarta) ? https://t.co/siOWOaQdgv,-7.77176,110.37867
enolaaaqamal,?? (at Warung Chinese Food &amp; Seafood Pak Purwanto) ? https://t.co/f9osixwGpy,-7.77526,110.36797
majex_gitar,KSR... ?? (with Widi and Dhedot at @gayam16) [pic] ? https://t.co/welS95sOap,-7.81017,110.36707
naatasyap,???? (with Nugrahadi at @mcdonalds_id) ? https://t.co/o6dl4GZFnE,-7.79295,110.36681
DanangSigitN,Cuci mataaaaa ? (at @cinema21) ? https://t.co/pClDDLNuZv,-7.78318,110.38702
aryprastya,#MyFamily @ Yogyakarta https://t.co/L2WtcNoHz6,-7.80138889,110.36444444
ronadiap,"Kenikmatan hqq? (with Ryandita, DANU, and Tutik at Nasi Langgi Pak Man) ? https://t.co/uV1FHf3T6g",-7.76395,110.3616
ZonaKomunika,"Bertugas mulai malam ini... @ Padukuhan Jambon, Sleman https://t.co/YZPAvNZ3bz",-7.757786,110.340882
wahyuarga_W,"Wayahe melu wisuda, lali ora gowo toga ? @ Stie Ykpn Business School https://t.co/HeZktft6iD",-7.7694023,110.4111725
dhedhew2,"Ealah ada paparazi, pipi ku dr depan samping tep wae gembul ???? @? https://t.co/Im5xN1Zgq4",-7.768107,110.389423
sekariani,With Okqianto at RS Panti Rapih ? https://t.co/NEG7c90IKp,-7.77855,110.37609
APutriRamadhani,Ganti partner nge-Mie (with Rizqa at Indomie Bu Siti) ? https://t.co/2fDbfqZGyT,-7.81443,110.37656
OfficialArro,Pantang pulanng sebelum kelar !!! ?? (at Agung Digital Printing) ? https://t.co/wwoOnG4AOq,-7.78263,110.41398
fang_Qi,"Semamak zinzeejogja manekinninja ???
.
.
celebrityfitnesslippojogja  #latepost? https://t.co/qeqtlsub9B",-7.7832351,110.3899765
rifqyaniEP,bocah @ Jln Margo Utomo Kawasan Tugu Jogja https://t.co/oRBBTFeaOw,-7.7864765,110.3665867
eaglewoods,At @plazaambarrukmo ? https://t.co/5rIeDNUwf3,-7.78244,110.40102
taniabhayangrn,??? (with Bagas at @sopmerah) ? https://t.co/69G1vrmZF7,-7.81538,110.37341
W4r_1,"Tiap Hari Cek Barang!
Cek Hatimu Kapan Dek Cantik! @ Taman Pelangi Monjali Yogyakarta https://t.co/Zr5ljIOyJh",-7.75131,110.37011
DavidWidodo5,"???
#cinema #movies #ambarukmoplaza #jogja #londonlovestory2 @ Cinema 21 AMPLAZ https://t.co/P6LYgmHGf6",-7.78163449,110.40139667
nsusmomo,With Didit at Sop dan Soto Pak Edi Khas Jakarta ? https://t.co/8gXJecpewp,-7.7647,110.39256
FafaRistiva,"Kurusan lah, dikit ? @ Yogyakarta https://t.co/8WpCeJSS6e",-7.80138889,110.36444444
aprilianks,At Absolute 308 Unscared ? https://t.co/UgfojbDEWb,-7.78015,110.39162
UpiAlwie,... tiada senjata yang lebih ampuh | lebih dari kita memperbaiki diri sendiri ..| Ngopi Yuk! |? https://t.co/2JYMjyM6IB,-7.7995013,110.3924357
RevoSuladasha,"...
Seharian berkutat dengan dokumen dan bertemu banyak orang, Alhamdulillah. 

Saatnya? https://t.co/zL5opdbeZz",-7.79585,110.368
SyithaTha,"semoga rezeki selalu lancar &amp; berkah biar selalu makan enak ? (at Empire Garden Caf?, Paris) ? https://t.co/h0h5tUuvmR",-7.78319,110.38841
soeliztieyo,Kusem berminyak wagu ora apik yoben raurus  hang penting cekrek #work #backoffice #operational? https://t.co/5391xNGjmf,-7.81152022,110.36328699
helgasabda,"Ngintilin pak hady M.O.D 
P.s :lembuur (with pak at TARA Hotel) ? https://t.co/43xPpe3v1w",-7.77153,110.36088
khannaapristaa,Nyataiiii?? (with Iktikaf at Sate Padang Chaniago) ? https://t.co/9iyctULW5E,-7.7704,110.37567
fang_Qi,"Semamak zinzeejogja manekinninja ??
.
.
celebrityfitnesslippojogja  #latepost? https://t.co/aTDb97S6Tu",-7.7832351,110.3899765
MaghrisaNur,HBD sist!?? (with ??????? at Ayam Goreng Ny. Suharti) ? https://t.co/I0w9qwQO6j,-7.80827,110.40166
ShariJulinda,Ketemu teman lama ? (with zilan and ardin at @cgvblitz) ? https://t.co/zgByoJiDaC,-7.80284,110.36421
_windaputriani,At Depot Bakmie Surabaya Cak kun 1 ? https://t.co/tMWNrBmLQS,-7.80481,110.40215
auni_lestari,"Rezeki ?? (with Arrifa, Fitriana, and 2 others at Iga Bakar Jakal) ? https://t.co/lmLUMCHNPt",-7.75841,110.38153
denmasarya,"Unjuk GiGi ? minum susu ?
#AlhamdulillahSehat #berkahbarokah (at Jolie Wirobrajan) [pic] ? https://t.co/IUdpW1kJ4f",-7.79865,110.34869
AyahKimTan,Setelah Voucher hotspot @zonakomunika hadir di kopisuroloyo kini memperluas wilaya di Warmindo? https://t.co/WUMlVndy1Z,-7.76907257,110.34405251
lutfianaekaa,Makasih atas kepercayaan anda? https://t.co/6MRm0R2J1F,-7.77471074,110.46306167
Pancasigit5,#pathdaily (at Yogyakarta) [pic] ? https://t.co/aloZVgui9U,-7.78197,110.39116
Pancasigit5,#pathdaily (at Yogyakarta) [pic] ? https://t.co/aloZVgui9U,-7.78197,110.39116
vaniaintank,ESL? O aza yha kan? (with Ririn at Lesehan Dewi Ratih) ? https://t.co/8TwRj8kVyo,-7.76627,110.38484
WindaJH,At @jogjastudent ? https://t.co/B14pml4oTg,-7.79851,110.38304
Dewi_Andriani10,"Hahain aja dulu,lucu gk lucu yg penting ketawa dulu  ?? @ Borobudur? https://t.co/VHHikCsd2j",-7.74068,110.37319514
mutuuuun,Every sunset has a story ? @ Gumuk Pasir Parangkusumo https://t.co/kflVUMGWaP,-7.818452,110.390789
udeudeude01,"Tb Tuesday because I miss Yogyakarta ?
(Padahal ke Ciao Gelato-nya hari Senin. Tak apalah ya)? https://t.co/ceobW7bq8J",-7.7935718,110.3780625
diantindrawan,"Bagi temen2 yang suka gonta-ganti warna rambut, shampoo &amp; conditioner ini cocok untuk perawatan? https://t.co/i5aysL731T",-7.81203,110.35373
HKrismonica,??? (with Mama and MakLampir at @mkoindobistro) ? https://t.co/joCgBubvRA,-7.7806,110.37663
rama0491,Talk me down ??? @ Yogyakarta https://t.co/jzUdR15kOq,-7.80138889,110.36444444
RiyyaAditya,Jangan remehkan ibu-ibu ber baju tidur yang lagi momong anak ?? @? https://t.co/5NAfrwxw32,-7.81667,110.383
